id,name,chemicalFormula,chemicalKey,baseId,placeId,validSlots,imageUrl,imageKey,imageFile,spriteFile,rarity,rarityValue,coinCost,diamondCost,topicId,description,funFact,collections
kmno4_crystals__lab,Potassium Permanganate Crystals,Potassium permanganate (KMnO₄),kmno4,kmno4,lab,lab_chemical_shelf,/chemcard/kmno4_crystals.png,kmno4_crystals,kmno4_crystals.png,kmno4_crystals.png,uncommon,2,,23,04a|04b|04e|07c|02d|12c,"This jar contains potassium permanganate (KMnO₄) crystals, a powerful oxidizing agent. It is a deep purple color. In **redox** reactions, it is reduced, often to Mn²⁺ (colorless in dilute acid), and its color change can be used as an indicator. For example, in acidic conditions, it oxidizes oxalic acid (H₂C₂O₄): 2MnO₄⁻(aq) + 5H₂C₂O₄(aq) + 6H⁺(aq) → 2Mn²⁺(aq) + 10CO₂(g) + 8H₂O(l). The purple color disappears as the MnO₄⁻ is reduced.","Potassium permanganate is used in some water treatment plants to remove iron and manganese, and also to control taste and odor.",oxidizing
k2cr2o7_crystals__lab,Potassium Dichromate Crystals,Potassium dichromate (K₂Cr₂O₇),k2cr2o7,k2cr2o7,lab,"lab_hazardous_chemical_shelf, lab_chemical_shelf",/chemcard/k2cr2o7_crystals.png,k2cr2o7_crystals,k2cr2o7_crystals.png,k2cr2o7_crystals.png,uncommon,2,,28,04a|07c|02d|12c,"This jar contains potassium dichromate (K₂Cr₂O₇), a bright orange, crystalline solid and a strong oxidizing agent. Like KMnO₄, it is used in **redox** titrations. In acidic solution, it is reduced to the green Cr³⁺ ion. The half-reaction is: Cr₂O₇²⁻(aq) + 14H⁺(aq) + 6e⁻ → 2Cr³⁺(aq) + 7H₂O(l). It was also historically used in cleaning solutions for glassware.","Many chromium(VI) compounds, including dichromates, are known carcinogens and are highly toxic, requiring careful handling.",toxic|oxidizing
sulfur_jar__lab,Sulphur,Sulphur (S₈),s8,s8,lab,"lab_hazardous_chemical_shelf, lab_chemical_shelf",/chemcard/sulfur_jar.png,sulfur_jar,sulfur_jar.png,sulfur_jar.png,uncommon,2,,28,04a|05d,"This jar contains sulfur (S₈), a yellow solid that exists as puckered rings of eight atoms. It is used in many lab experiments, including the synthesis of sulfuric acid. When heated, it melts to a blood-red liquid and can undergo polymerization. It burns with a blue flame to form sulfur dioxide: S₈(s) + 8O₂(g) → 8SO₂(g). This gas has a sharp, choking odor.","Sulfur is mentioned in the Bible and other ancient texts, where it was called ""brimstone"" (literally ""burn-stone"").",flammable
p4_whitePhosphorusJar__lab,Yellow Phosphorus,Yellow phosphorus (P₄),p4,p4,lab,"lab_hazardous_chemical_shelf, lab_chemical_shelf",/chemcard/p4_whitePhosphorusJar.png,p4_whitePhosphorusJar,p4_whitePhosphorusJar.png,p4_whitePhosphorusJar.png,uncommon,2,,24,01a,"This jar contains white phosphorus (P₄), a waxy, translucent solid that is extremely reactive and must be stored under water to prevent it from spontaneously igniting in air. It undergoes a rapid **combustion** reaction with oxygen: P₄(s) + 5O₂(g) → P₄O₁₀(s). This reaction produces a dense white smoke of phosphorus pentoxide. It also glows faintly in the dark due to a process called chemiluminescence, where it reacts with oxygen, releasing energy as light.",White phosphorus has been used in military applications for smoke screens and incendiary devices due to its spontaneous ignition in air.,flammable|corrsive|toxic
phenolphthalein_indicator__lab,Phenolphthalein,Acid-Base Indicator,phenolphthalein,phenolphthalein,lab,lab_bench,/chemcard/phenolphthalein_indicator.png,phenolphthalein_indicator,phenolphthalein_indicator.png,phenolphthalein_indicator.png,uncommon,2,,29,04a|04b|10a,"Phenolphthalein is a common acid-base indicator. It is colorless in acidic and neutral solutions, but turns pink or magenta in basic solutions. This color change is due to a structural change in the molecule (a change in its conjugation) when it loses protons in basic conditions. The equilibrium can be represented as: H₂In (colorless) ⇌ In²⁻ (pink) + 2H⁺.","Phenolphthalein was once used as a laxative, but its use was discontinued after studies suggested it might be a carcinogen.",
methyl_orange_indicator__lab,Methyl Orange,Acid-Base Indicator,methylorange,methylorange,lab,lab_bench,/chemcard/methyl_orange_indicator.png,methyl_orange_indicator,methyl_orange_indicator.png,methyl_orange_indicator.png,uncommon,2,,26,04a|04b|10a|02b,Methyl orange is another common acid-base indicator. It changes color over a different pH range than phenolphthalein. It is red in acidic solutions and yellow in basic solutions. The color change is due to a structural change in the molecule (a change in its azo group) upon protonation/deprotonation. The equilibrium can be represented as: HIn (red) ⇌ In⁻ (yellow) + H⁺.,"Unlike phenolphthalein, which has a sharp color change, methyl orange changes color over a wider pH range and through an intermediate orange color.",
mercury_jar__lab,Mercury Jar,Mercury (Hg),hg,hg,lab,"lab_hazardous_chemical_shelf, lab_chemical_shelf",/chemcard/mercury_jar.png,mercury_jar,mercury_jar.png,mercury_jar.png,legendary,5,,127,01a|03d|02d,"This jar contains mercury (Hg), a silvery, dense liquid metal at room temperature. It is used in some laboratory equipment like thermometers and barometers. It is relatively unreactive but can form alloys (amalgams) with many other metals. It will slowly tarnish in air, forming mercury(II) oxide: 2Hg(l) + O₂(g) → 2HgO(s). This reaction is slow at room temperature but faster when heated.","Mercury is highly toxic, especially as an organic compound like methylmercury, which can accumulate in the food chain and cause severe neurological damage.",metals|toxic
phosphorus_sample__lab,Lead Roll,Lead (Pb),p,p,lab,lab_metal_shelf,/chemcard/phosphorus_sample.png,phosphorus_sample,phosphorus_sample.png,phosphorus_sample.png,uncommon,2,,29,01a|04d|03d|02d,"This is a sample of lead (Pb) in the form of a rolled sheet or strip. Lead is a dense, soft, malleable metal with a low melting point. It is relatively unreactive due to the formation of a protective layer, often of lead oxide or lead carbonate, on its surface. For example, in air it forms a thin layer of lead(II) oxide: 2Pb(s) + O₂(g) → 2PbO(s). This passivation layer gives it excellent corrosion resistance, making it useful for roofing, plumbing, and radiation shielding.","Lead was used by ancient Romans for plumbing, and the word ""plumbing"" actually comes from the Latin word for lead, plumbum (chemical symbol Pb). Ironically, this widespread use may have contributed to lead poisoning in the Roman elite due to their lead pipes and lead-sweetened wine!",flammable|corrsive|toxic
potassium_bottle__lab,Potassium Lump,Potassium (K),k,k,lab,"lab_metal_shelf, lab_bench",/chemcard/potassium_bottle.png,potassium_bottle,potassium_bottle.png,potassium_bottle.png,uncommon,2,,26,04a|04d|07c|08a|02b|02d,"This is a bottle containing potassium (K) metal, typically stored under oil. It is an alkali metal that is extremely reactive, especially with water. The reaction is highly exothermic and produces hydrogen gas, which often ignites: 2K(s) + 2H₂O(l) → 2KOH(aq) + H₂(g). This is a vigorous **single displacement** and **redox** reaction.","Potassium salts, like potassium chloride, are often used as a less-sodium salt substitute, though they can have a slightly bitter or metallic taste.",metals|corrosive|flammable
methanol_bottle__lab,Methanol Bottle,Methanol (CH₃OH),ch3oh,ch3oh,lab,"lab_hazardous_chemical_shelf, lab_chemical_shelf",/chemcard/methanol_bottle.png,methanol_bottle,methanol_bottle.png,methanol_bottle.png,uncommon,2,,25,04a,"This bottle contains methanol (CH₃OH), the simplest alcohol. It is a toxic, flammable liquid used as a solvent and fuel. Its combustion is similar to ethanol's: 2CH₃OH(l) + 3O₂(g) → 2CO₂(g) + 4H₂O(g). Its toxicity arises because the body metabolizes it to formaldehyde and formic acid, which can cause blindness and death.",Methanol is also known as wood alcohol because it was once produced primarily by the destructive distillation of wood.,toxic|flammable
conc_nh3_bottle__lab,Alkali Bottle,Concentrated ammonia (conc. NH₃),concnh3,concnh3,lab,"lab_acid_alkali_cabinet, lab_chemical_shelf",/chemcard/conc_nh3_bottle.png,conc_nh3_bottle,conc_nh3_bottle.png,conc_nh3_bottle.png,uncommon,2,,23,01a|04a|04e|02d|12c,"This bottle contains concentrated ammonia solution (NH₃(aq)), which is a strong base. Concentrated ammonia is often around 15-18 M and gives off pungent fumes. It participates in typical **acid-base** reactions, such as with hydrochloric acid to form ammonium chloride: NH₃(aq) + HCl(aq) → NH₄Cl(aq). The fumes of NH₃ and HCl can react in the air to form a white smoke of solid NH₄Cl.","Ammonia solutions can dissolve many metal ions by forming complex ions. For example, it dissolves copper(II) hydroxide to form the deep blue tetraamminecopper(II) complex: Cu(OH)₂(s) + 4NH₃(aq) → [Cu(NH₃)₄]²⁺(aq) + 2OH⁻(aq).",acidic|oxidizing|corrosive
dil_nh3_bottle__lab,Alkali Bottle,Dilute ammonia (dil. NH₃),dilnh3,dilnh3,lab,"lab_acid_alkali_cabinet, lab_chemical_shelf",/chemcard/dil_nh3_bottle.png,dil_nh3_bottle,dil_nh3_bottle.png,dil_nh3_bottle.png,uncommon,2,,22,04a|04e|02d,"This bottle contains dilute ammonia solution, a weaker base used for general laboratory work and as a cleaning agent. It reacts similarly to concentrated ammonia but with less vigor. It is used in testing for metal ions, as some metal hydroxides precipitate when NH₃ is added, and some of these precipitates dissolve in excess NH₃ due to complex formation.","The distinctive smell of ammonia is used in smelling salts to revive someone who has fainted, as it irritates the nasal membranes and triggers an inhalation reflex.",irritant|basic
conc_hno3_bottle__lab,Acid Bottle,Concentrated nitric acid (conc. HNO₃),conchno3,conchno3,lab,"lab_acid_alkali_cabinet, lab_chemical_shelf",/chemcard/conc_hno3_bottle.png,conc_hno3_bottle,conc_hno3_bottle.png,conc_hno3_bottle.png,uncommon,2,,28,01a|04a|04e|07c|02d|12c,"This bottle contains concentrated nitric acid (HNO₃), a strong acid and a powerful oxidizing agent. It is often fuming and corrosive. Its oxidizing power is shown by its reaction with copper metal, producing nitrogen dioxide (brown fumes) rather than hydrogen: Cu(s) + 4HNO₃(aq) → Cu(NO₃)₂(aq) + 2NO₂(g) + 2H₂O(l). This is a **redox** reaction where copper is oxidized and nitric acid is reduced.","A mixture of one part concentrated nitric acid and three parts concentrated hydrochloric acid is called ""aqua regia"" (royal water) because it can dissolve gold and platinum.",acidic|oxidizing|corrosive
dil_h2so4_bottle__lab,Acid Bottle,Dilute sulphuric acid (dil. H₂SO₄),dilh2so4,dilh2so4,lab,"lab_acid_alkali_cabinet, lab_chemical_shelf",/chemcard/dil_h2so4_bottle.png,dil_h2so4_bottle,dil_h2so4_bottle.png,dil_h2so4_bottle.png,uncommon,2,,27,04a|04e|08a|02d|12c,"This bottle contains dilute sulfuric acid (H₂SO₄), a strong diprotic acid. It is used in many common acid reactions, such as with metals to produce hydrogen gas. For example, with zinc: Zn(s) + H₂SO₄(aq) → ZnSO₄(aq) + H₂(g). This is a classic **single displacement** reaction. It is also used in titrations.","Diluting concentrated sulfuric acid is highly exothermic and should always be done by adding acid to water, never water to acid, to prevent boiling and splashing.",acidic|irritant
dil_hcl_bottle__lab,Acid Bottle,Dilute hydrochloric acid (dil. HCl),dilhcl,dilhcl,lab,"lab_acid_alkali_cabinet, lab_chemical_shelf",/chemcard/dil_hcl_bottle.png,dil_hcl_bottle,dil_hcl_bottle.png,dil_hcl_bottle.png,uncommon,2,,21,04a|04e|04d,"This bottle contains dilute hydrochloric acid (HCl), a strong monoprotic acid used extensively in labs for acid-base reactions and for cleaning metals. It reacts with carbonates to produce carbon dioxide, a test for carbonate ions: 2HCl(aq) + Na₂CO₃(aq) → 2NaCl(aq) + H₂O(l) + CO₂(g).",Hydrochloric acid is also produced naturally in the stomach to aid in digestion.,acidic|irritant
conc_hcl_bottle__lab,Acid Bottle,Concentrated hydrochloric acid (conc. HCl),conchcl,conchcl,lab,"lab_acid_alkali_cabinet, lab_chemical_shelf",/chemcard/conc_hcl_bottle.png,conc_hcl_bottle,conc_hcl_bottle.png,conc_hcl_bottle.png,uncommon,2,,20,01a|04a|04e,"This bottle contains concentrated hydrochloric acid (HCl), which is typically around 12 M. It is a strong acid that fumes in moist air, forming a white mist of hydrochloric acid droplets. It is highly corrosive. Its fumes can react with ammonia fumes to form a white smoke of ammonium chloride: HCl(g) + NH₃(g) → NH₄Cl(s). This is often used as a test for the presence of either gas.","Concentrated hydrochloric acid is also known as ""muriatic acid"" and is used in the construction industry for cleaning masonry and etching concrete.",acidic|corrosive
conc_h2so4_bottle__lab,Acid Bottle,Concentrated sulphuric acid (conc. H₂SO₄),conch2so4,conch2so4,lab,"lab_acid_alkali_cabinet, lab_chemical_shelf",/chemcard/conc_h2so4_bottle.png,conc_h2so4_bottle,conc_h2so4_bottle.png,conc_h2so4_bottle.png,uncommon,2,,21,04a|04e,"This bottle contains concentrated sulfuric acid (H₂SO₄), a dense, oily liquid that is a powerful dehydrating agent and strong acid. Its dehydrating property is shown by its reaction with sugar (sucrose, C₁₂H₂₂O₁₁), which removes water, leaving a column of black carbon: C₁₂H₂₂O₁₁(s) → 12C(s) + 11H₂O(l) (catalyzed by H₂SO₄). This is not a combustion, but a dehydration.","Because of its strong affinity for water, concentrated sulfuric acid is used as a drying agent in desiccators.",acidic|oxidizing|corrosive
ni_catalyst__lab,Nickel,Nickel catalyst (Ni),nicatalyst,nicatalyst,lab,"lab_apparatus_1, lab_apparatus_2",/chemcard/ni_catalyst.jpeg,ni_catalyst,ni_catalyst.jpeg,ni_catalyst.jpeg,legendary,5,,79,09a|09b|05a|05c|02d|12c,"This is a sample of nickel (Ni) used as a catalyst. Nickel is commonly used in **hydrogenation** reactions, such as converting unsaturated fats (with C=C bonds) into saturated fats (with C-C bonds). The reaction, for example with ethene, is: C₂H₄(g) + H₂(g) → C₂H₆(g). The nickel surface adsorbs both hydrogen and the alkene, weakening their bonds and bringing them together to react.","Finely divided nickel, known as Raney nickel, is an extremely efficient and widely used hydrogenation catalyst in both laboratories and industry.",metals|catalyst
ch4_gas__lab,Greenhouse Gas,Methane (CH₄),ch4,ch4,garden,garden_greenhouse,/chemcard/methane_gas.png,methane_gas,methane_gas.png,methane_gas.png,uncommon,2,,30,05a|02b,"This cylinder contains methane (CH₄) gas, the simplest hydrocarbon. It is used as a fuel and a reactant in the lab. It undergoes **combustion**: CH₄(g) + 2O₂(g) → CO₂(g) + 2H₂O(g). It can also be used in substitution reactions with halogens under UV light.","Methane is a potent greenhouse gas, with a global warming potential many times higher than CO₂ over a 20-year period.",flammable|energy_generator|greenhouse_gas
mno2_catalyst__lab,Catalyst,Manganese dioxide (MnO₂),mno2,mno2,lab,"lab_apparatus_1, lab_apparatus_2",/chemcard/mno2_catalyst.jpeg,mno2_catalyst,mno2_catalyst.jpeg,mno2_catalyst.jpeg,common,1,,9,01a|09a|09b|02d|12c,"Manganese dioxide (MnO₂) is a common catalyst. A classic demonstration is its catalytic decomposition of hydrogen peroxide (H₂O₂) into water and oxygen: 2H₂O₂(aq) → 2H₂O(l) + O₂(g). The MnO₂ provides a surface for the reaction, lowering the activation energy without being consumed in the process. This is why it is used in some commercial oxygen generators.","MnO₂ is also the black or dark brown material found in the center of zinc-carbon batteries, where it acts as a depolarizer.",catalyst
naoh_solution__lab,NaOH Pellets,Sodium hydroxide (NaOH),naoh,naoh,lab,"lab_acid_alkali_cabinet, lab_chemical_shelf",/chemcard/naoh_solution.jpeg,naoh_solution,naoh_solution.jpeg,naoh_solution.jpeg,uncommon,2,,30,04a|02d,"This bottle contains a sodium hydroxide (NaOH) solution, a strong base. It is used in countless acid-base titrations and reactions. For example, its reaction with hydrochloric acid is: NaOH(aq) + HCl(aq) → NaCl(aq) + H₂O(l). It is also used to precipitate many metal hydroxides from solutions of their salts.",Sodium hydroxide solutions are slippery to the touch because they react with the oils on your skin to form soap (saponification).,basic|corrosive
ca(oh)2_limewater__lab,Limewater,Calcium hydroxide (Ca(OH)₂),caoh2,caoh2,lab,"lab_acid_alkali_cabinet, lab_chemical_shelf",/chemcard/limewater.jpeg,limewater,limewater.jpeg,limewater.jpeg,uncommon,2,,26,04a|04d,"Limewater is a saturated solution of calcium hydroxide (Ca(OH)₂). It is a clear, colorless, basic solution. Its most famous use is as a test for carbon dioxide (CO₂). When CO₂ is bubbled through limewater, it forms a precipitate of insoluble calcium carbonate, turning the solution milky or cloudy. The reaction is: Ca(OH)₂(aq) + CO₂(g) → CaCO₃(s) + H₂O(l).","If you continue to bubble CO₂ through the milky solution, it will eventually clear again as the calcium carbonate reacts to form soluble calcium bicarbonate: CaCO₃(s) + CO₂(g) + H₂O(l) → Ca(HCO₃)₂(aq).",basic
ag2o_silverOxideCell__?,Silver Oxide Cell,Silver oxide (Ag₂O),ag2o,ag2o,lifestyle_boutique,lifestyle_boutique_power_essentials,/chemcard/ag2o_silverOxideCell.png,ag2o_silverOxideCell,ag2o_silverOxideCell.png,ag2o_silverOxideCell.png,legendary,5,,108,04a|07a|07d|07c|02d|12c,"A silver oxide cell is a small, primary (non-rechargeable) battery with a very high energy-to-weight ratio. It uses zinc as the anode and silver(I) oxide (Ag₂O) as the cathode, with an alkaline electrolyte (usually potassium hydroxide or sodium hydroxide). During discharge, zinc is oxidized at the anode, and silver oxide is reduced at the cathode. The overall redox reaction is: Zn(s) + Ag₂O(s) → ZnO(s) + 2Ag(s). These batteries are prized for their long life and stable voltage, making them ideal for watches, calculators, hearing aids, and cameras.","Silver oxide batteries were crucial for the development of early electronic watches and calculators in the 1970s, providing a long-lasting power source in a very compact size.",
h2_margarine__kitchen,Margarine,Hydrogen (H₂),h2,h2,kitchen,kitchen_fridge,/chemcard/h2_margarine.png,h2_margarine,h2_margarine.png,h2_margarine.png,uncommon,2,,21,09a|09b|02d|12c,"Margarine is produced from vegetable oils through a process called hydrogenation. Liquid vegetable oils contain unsaturated fats with carbon-carbon double bonds (C=C). To make them solid or semi-solid at room temperature (like margarine or shortening), hydrogen gas (H₂) is bubbled through the oil in the presence of a metal catalyst (usually nickel). This addition reaction saturates some of the double bonds, increasing the melting point and creating a spreadable consistency: R-CH=CH-R' + H₂ → R-CH₂-CH₂-R'.","The process of hydrogenation can also create trans fats, which are now known to be unhealthy and have been largely removed from modern margarine formulations through improved manufacturing techniques.",flammable
tool_periodic_table__lab,Periodic Table,Tool,periodictable,periodictable,lab,"lab_bench, school_poster, school_blackboard",/chemcard/tool_periodic_table.png,tool_periodic_table,tool_periodic_table.png,tool_periodic_table.png,legendary,5,,94,04a|07c|02b|02a,"The periodic table is a tabular arrangement of the chemical elements, organized by their atomic number, electron configuration, and recurring chemical properties. It is a chemist's essential tool. The structure of the table allows us to predict the properties of elements and the compounds they will form. For example, elements in Group 1 (alkali metals) all react vigorously with water in a similar **redox** reaction, like: 2M(s) + 2H₂O(l) → 2MOH(aq) + H₂(g).","Dmitri Mendeleev, the Russian chemist credited with creating the first widely recognized periodic table in 1869, left gaps for elements that were not yet discovered and accurately predicted their properties.",
al_sample__lab,Window Frame,Aluminium (Al),al,al,lab,lab_metal_shelf,/chemcard/al_sample.jpeg,al_sample,al_sample.jpeg,al_sample.jpeg,uncommon,2,,26,03d|02b|02d|12c,"This is a sample of aluminum (Al) metal. Its properties, such as lightness, conductivity, and corrosion resistance (due to a thin oxide layer, Al₂O₃), are typical for a post-transition metal. Its corrosion resistance comes from **passivation**: 4Al(s) + 3O₂(g) → 2Al₂O₃(s). This layer prevents further reaction with the environment.","Aluminum was first isolated as a pure metal in 1825 by Hans Christian Ørsted, but for decades it was considered a precious metal and was more expensive than gold.",metals
zn_sample__lab,Watering Can,Zinc (Zn),zn,zn,lab,lab_metal_shelf,/chemcard/zn_sample.jpeg,zn_sample,zn_sample.jpeg,zn_sample.jpeg,uncommon,2,,29,02d|12c,"This is a sample of zinc (Zn) metal. It is a bluish-white, moderately reactive metal. It is often used in **single displacement** reactions to demonstrate the reactivity series. For example, it will displace copper from a copper sulfate solution: Zn(s) + CuSO₄(aq) → ZnSO₄(aq) + Cu(s).",Zinc is essential for life. It is a key component of many enzymes and is necessary for a healthy immune system.,metals
methanal_preservative__lab,Preservative,Formaldehyde (HCHO),hcho,hcho,lab,"lab_hazardous_chemical_shelf, lab_chemical_shelf",/chemcard/methanal_preservative.jpeg,methanal_preservative,methanal_preservative.jpeg,methanal_preservative.jpeg,uncommon,2,,27,,"This is a bottle of methanal, which is the IUPAC name for formaldehyde (HCHO). It is used as a preservative, typically as formalin. Its preserving action is due to its ability to react with and cross-link proteins, a process called **fixation**. This denatures the proteins and prevents decay by microorganisms.","Formaldehyde is also used in the production of many polymers, including Bakelite, melamine resin, and polyoxymethylene plastics.",flammable
iron_rusting_pack__lab,Hand Warmer,Iron (Fe),fe,fe,lab,lab_bench,/chemcard/iron_rusting_pack.jpeg,iron_rusting_pack,iron_rusting_pack.jpeg,iron_rusting_pack.jpeg,uncommon,2,,28,01a|07a|07d|07c|03d|02d|12c,This is an educational pack or demonstration showing the process of iron rusting. It contains iron (Fe) and materials to show the conditions required for rusting (oxygen and water). The core reaction is the **oxidation** of iron to form hydrated iron(III) oxide: 4Fe(s) + 3O₂(g) + 2H₂O(l) → 2Fe₂O₃·H₂O(s). This pack likely shows that rusting is an electrochemical process requiring an electrolyte.,"A classic experiment to show the conditions for rusting involves placing iron nails in test tubes with different conditions: one with air and water (rusts), one with boiled water and oil (no oxygen, no rust), and one with a drying agent (no water, no rust).",metals
ag_sample__lab,Silver Necklace,Silver (Ag),ag,ag,lab,lab_metal_shelf,/chemcard/ag_sample.png,ag_sample,ag_sample.png,ag_sample.png,legendary,5,,86,01a|07c|03d|02d|12c,"A silver necklace is a piece of jewellery made from silver (Ag), a precious metal prized for its brilliant white luster and malleability. Pure silver is too soft for durable jewelry, so it is typically alloyed with other metals, most commonly copper, to create sterling silver(92.5% Ag, 7.5% Cu). Silver is relatively noble but will tarnish over time due to a redox reaction with trace amounts of hydrogen sulfide (H₂S) in the air, forming a dark layer of silver sulfide: 4Ag(s) + 2H₂S(g) + O₂(g) → 2Ag₂S(s) + 2H₂O(l). This tarnish can be polished off to restore the shine.","Silver has been used as currency and for jewelry for thousands of years. The term ""sterling silver"" refers to an alloy of 92.5% silver and 7.5% other metals (usually copper).",metals
graphite_pencil_puzzle__lab,Pencil,Graphite (C),cgraphite,cgraphite,school,"school_student_desk_1, school_student_desk_2, school_teacher_desk",/chemcard/graphite_pencil_puzzle.jpeg,graphite_pencil_puzzle,graphite_pencil_puzzle.jpeg,graphite_pencil_puzzle.jpeg,common,1,,12,01a|02b|02d,"The ""lead"" in a pencil is actually a mixture of graphite and clay. Graphite is an allotrope of carbon. It is used because it is soft and leaves a mark on paper. This is a physical process where layers of carbon atoms slide off. Graphite can also undergo **combustion**, burning in oxygen to form carbon dioxide: C(s) + O₂(g) → CO₂(g). This is why a pencil will not burn easily in air, but it will in pure oxygen.","The term ""sterling silver"" is believed to originate from a group of 12th-century German merchants known as the ""Easterlings,"" who were renowned for the purity and consistency of their silver coinage. King Henry II later adopted their standards for English currency, and the name was shortened to ""sterling.""",
color_changing_mug__lab,Color-Changing Mug,,mug,mug,lab,lab_bench,/chemcard/color_changing_mug.jpeg,color_changing_mug,color_changing_mug.jpeg,color_changing_mug.jpeg,common,1,,8,08a|10a,"Same as `color_changing_mug__kitchen`. The mug uses a thermochromic pigment, often a **leuco dye**, that changes structure with temperature. The reversible reaction can be simplified as: Dye (form A, color 1) ⇌ Dye (form B, color 2). The equilibrium is temperature-dependent, and the heat shifts it from one form to the other.","Thermochromic materials are also used in some baby bottles to show when the milk is at a safe temperature, and in kettles to indicate when the water is hot.",equilibrium
h2o_waterPitcher__lab,Water Pitcher,Water (H₂O),h2o,h2o,lab,lab_bench,/chemcard/h2o_waterPitcher.jpeg,h2o_waterPitcher,h2o_waterPitcher.jpeg,h2o_waterPitcher.jpeg,common,1,,8,04b|08a|10a|06a|06b,Same as `h2o_waterPitcher__kitchen`. Water (H₂O) is the universal solvent and medium for many chemical reactions in the lab. Its properties are governed by hydrogen bonding. The autoionization of water: 2H₂O(l) ⇌ H₃O⁺(aq) + OH⁻(aq) is fundamental to the concept of pH.,"The high specific heat capacity of water means it takes a lot of energy to change its temperature, which is why it's so effective in cooling systems and why coastal areas have milder climates.",hydrogen_bonded|greenhouse_gas
alkaline_battery__lab,Battery,Alkaline battery,alkaline,alkaline,lifestyle_boutique,lifestyle_boutique_power_essentials,/chemcard/alkaline_battery.png,alkaline_battery,alkaline_battery.png,alkaline_battery.png,rare,3,,57,04a|07a|07d|07c,"Same as `alkaline_battery__gas_station`. An alkaline battery is a primary cell that uses an alkaline electrolyte of KOH. The overall **redox** reaction is: Zn(s) + 2MnO₂(s) ⇌ ZnO(s) + Mn₂O₃(s). It's called ""alkaline"" because of the potassium hydroxide electrolyte.",The first mass-produced alkaline battery was developed by Lewis Urry in the 1950s while working for the Eveready Battery Company.,basic|
perspex_sheet__lab,Sheet,Perspex (PMMA),perspex,perspex,lab,lab_bench,/chemcard/perspex_sheet.png,perspex_sheet,perspex_sheet.png,perspex_sheet.png,common,1,,10,05d,"Perspex is a brand name for poly(methyl methacrylate) (PMMA), a transparent thermoplastic often used as a shatter-resistant alternative to glass. It is formed by the **addition polymerization** of methyl methacrylate monomers. The reaction is: n CH₂=C(CH₃)COOCH₃ → [−CH₂−C(CH₃)(COOCH₃)−]ₙ. This creates a strong, clear polymer.",Perspex was developed in 1928 and was first used in World War II for aircraft canopies and submarine periscopes.,polymer
tool_molecular_model__school,Molecular Model,Tool,moleculemodel,moleculemodel,school,"school_science_corner, school_student_desk_1",/chemcard/tool_molecular_model.png,tool_molecular_model,tool_molecular_model.png,tool_molecular_model.png,epic,4,,90,01a|07c|02a,"Molecular models are physical representations of molecules, used to teach concepts of structure, bonding, and isomerism. They help visualize the three-dimensional arrangement of atoms and bonds. For example, a model of water (H₂O) shows its bent shape, which is a consequence of the tetrahedral arrangement of electron pairs around the oxygen atom.","The different colors of the balls in a molecular model kit are often standardized (e.g., black for carbon, white for hydrogen, red for oxygen, blue for nitrogen) to help identify atoms.",
tool_ph_scale_poster__school,pH Scale Poster,Tool,phscale,phscale,school,"school_poster, school_blackboard",/chemcard/tool_ph_scale_poster.png,tool_ph_scale_poster,tool_ph_scale_poster.png,tool_ph_scale_poster.png,rare,3,,50,04b|04e|10a,"A pH scale poster is an educational tool showing the range of acidity and alkalinity from 0 to 14. It is a logarithmic scale representing the concentration of hydrogen ions (H⁺) in a solution. The pH is defined as pH = -log₁₀[H⁺]. The scale is based on the **autoionization of water**: 2H₂O(l) ⇌ H₃O⁺(aq) + OH⁻(aq), where at 25°C, [H₃O⁺][OH⁻] = 10⁻¹⁴.","The ""p"" in pH stands for the German word ""Potenz,"" meaning power or potential, so pH means ""power of hydrogen.""",
graphite_pencil_puzzle__school,Pencil,Graphite (C),cgraphite,cgraphite,school,"school_student_desk_1, school_student_desk_2, school_teacher_desk",/chemcard/graphite_pencil_puzzle.jpeg,graphite_pencil_puzzle,graphite_pencil_puzzle.jpeg,graphite_pencil_puzzle.jpeg,common,1,,8,02d,"Same as `graphite_pencil_puzzle__lab`. A pencil's ""lead"" is graphite, a form of carbon. The layers in graphite slide off easily, leaving a mark. Chemically, it is relatively inert but can be oxidized: C(s) + O₂(g) → CO₂(g).","The hardness of a pencil is determined by the ratio of clay to graphite. More clay makes a harder pencil (like a #4), while more graphite makes a softer, darker pencil (like a 2B).",
color_changing_mug__school,Color-Changing Mug,Mug,mug,mug,school,school_teacher_desk,/chemcard/color_changing_mug.jpeg,color_changing_mug,color_changing_mug.jpeg,color_changing_mug.jpeg,common,1,,10,08a|10a,"Same as `color_changing_mug__kitchen`. A mug that changes color with heat, using thermochromic pigments. These pigments undergo a reversible change in their molecular structure upon heating, altering how they absorb and reflect light.","Thermochromic paints are also used in some ""mood rings,"" where a liquid crystal changes color with the temperature of the wearer's finger.",equilibrium
